Timestamp,CPU_Total%,GPU_Total%,RAM_Used_GB,RAM_Total_GB,Power_Total_mW,Temp_GPU_C,Temp_CPU_C
23:48:06,0.0,74.1,0.00,0.00,0,0,0
23:48:07,0.0,58.2,0.00,0.00,0,0,0
23:48:08,0.0,72.1,0.00,0.00,0,0,0
23:48:09,0.0,40.1,0.00,0.00,0,0,0
23:48:10,0.0,5.9,0.00,0.00,0,0,0
23:48:11,0.0,33.2,0.00,0.00,0,0,0
23:48:12,0.0,4.7,0.00,0.00,0,0,0
23:48:13,0.0,48.4,0.00,0.00,0,0,0
23:48:14,0.0,75.7,0.00,0.00,0,0,0
23:48:15,0.0,46.6,0.00,0.00,0,0,0
23:48:16,0.0,1.9,0.00,0.00,0,0,0
23:48:17,0.0,46.4,0.00,0.00,0,0,0
23:48:18,0.0,1.9,0.00,0.00,0,0,0
23:48:19,0.0,45.4,0.00,0.00,0,0,0
23:48:20,0.0,71.8,0.00,0.00,0,0,0
23:48:21,0.0,49.4,0.00,0.00,0,0,0
23:48:22,0.0,76.8,0.00,0.00,0,0,0
23:48:23,0.0,36.7,0.00,0.00,0,0,0
23:48:24,0.0,3.1,0.00,0.00,0,0,0
23:48:25,0.0,39.4,0.00,0.00,0,0,0
